fold,best_epoch,last_epoch,best_ckpt,last_ckpt,n,log2MAE,log10MAE,RSE,PCC,KCC,mae,rmse,mse,r2,rse,pearson,spearman,kendall,selection_score
1,28,44,fold1_best.pt,fold1_last.pt,20209,1.4573165698086008,0.43869600069053105,0.5187389024473077,0.7029205200149082,0.49350662959177893,1.4573165698086008,1.905051547853763,3.6292213999800182,0.4812610975526923,0.5187389024473077,0.7029205200149082,0.6715806670321061,0.49350662959177893,0.7796283226492213
2,28,44,fold2_best.pt,fold2_last.pt,21404,1.425387810491336,0.42908448641169855,0.519601011708932,0.7072435220192865,0.49005820625103247,1.425387810491336,1.878732332733906,3.529635178059784,0.480398988291068,0.519601011708932,0.7072435220192865,0.6662986455248353,0.49005820625103247,0.747687093929949
3,48,64,fold3_best.pt,fold3_last.pt,20250,1.465930343502774,0.4412890049483385,0.5270005872775132,0.7045074169263625,0.4914540592456828,1.465930343502774,1.927022287555983,3.713414896737494,0.4729994127224868,0.5270005872775132,0.7045074169263625,0.6705318908711795,0.4914540592456828,0.7969694546082418
4,20,36,fold4_best.pt,fold4_last.pt,20129,1.3770481643790073,0.41453280295210587,0.4939831896134813,0.7193270440905108,0.511614007199413,1.3770481643790073,1.8207727703063803,3.3152134810891707,0.5060168103865187,0.4939831896134813,0.7193270440905108,0.6895199487459037,0.511614007199413,0.6400903027025647
5,32,48,fold5_best.pt,fold5_last.pt,20300,1.468427158097316,0.44204062103490727,0.5335409144511939,0.6955071368132404,0.48854491858545673,1.468427158097316,1.962067729525132,3.8497097752439067,0.4664590855488061,0.5335409144511939,0.6955071368132404,0.6621492245117547,0.48854491858545673,0.817916017149813
