fold,best_epoch,last_epoch,best_ckpt,last_ckpt,n,log2MAE,log10MAE,RSE,PCC,KCC,mae,rmse,mse,r2,rse,pearson,spearman,kendall,selection_score
1,30,46,fold1_best.pt,fold1_last.pt,20209,1.466157280086461,0.44135731966714187,0.5463496244280667,0.6894876234619699,0.4860956751350711,1.466157280086461,1.9550940164365904,3.822392613106159,0.45365037557193333,0.5463496244280667,0.6894876234619699,0.6611662107551981,0.4860956751350711,0.8369236059174869
2,24,40,fold2_best.pt,fold2_last.pt,21404,1.4575955293266014,0.4387799758730252,0.5355706182552527,0.6974311999434472,0.4859598072734732,1.4575955293266014,1.907384667509506,3.6381162698503493,0.46442938174474735,0.5355706182552527,0.6974311999434472,0.6624898601088776,0.4859598072734732,0.8097751403649336
3,28,44,fold3_best.pt,fold3_last.pt,20250,1.4681050401060964,0.44194365385740714,0.5459783207936667,0.6899478322102858,0.48416165003514505,1.4681050401060964,1.9614122677901353,3.8471380842376415,0.4540216792063333,0.5459783207936667,0.6899478322102858,0.6594180965481324,0.48416165003514505,0.8399738786543325
4,30,46,fold4_best.pt,fold4_last.pt,20129,1.4307361176399291,0.43069448728944915,0.5152772722452216,0.7087571801329225,0.4960181841274609,1.4307361176399291,1.8596026586901393,3.4581220482074344,0.4847227277547784,0.5152772722452216,0.7087571801329225,0.6777361197836338,0.4960181841274609,0.741238025624767
5,16,32,fold5_best.pt,fold5_last.pt,20300,1.5383797478606134,0.4630984488280369,0.5524751485927019,0.6888661831484576,0.47747005114527186,1.5383797478606134,1.9965790244200898,3.9863278007542777,0.44752485140729814,0.5524751485927019,0.6888661831484576,0.6561181587014276,0.47747005114527186,0.9245186621595858
