fold,best_epoch,last_epoch,best_ckpt,last_ckpt,n,log2MAE,log10MAE,RSE,PCC,KCC,mae,rmse,mse,r2,rse,pearson,spearman,kendall,selection_score
1,10,26,fold1_best.pt,fold1_last.pt,11114,1.8429021982054972,0.5547688407349423,0.8526531896405073,0.4693372630812189,0.3183177391540839,1.8429021982054972,2.474617689663943,6.123732709997713,0.1473468103594927,0.8526531896405073,0.4693372630812189,0.4485133764625339,0.3183177391540839,1.9079003856107015
2,28,44,fold2_best.pt,fold2_last.pt,10776,1.8339675697196092,0.5520792495605761,0.8201227104162073,0.4691715522120428,0.324782847544272,1.8339675697196092,2.4391871507642233,5.949633956453289,0.17987728958379268,0.8201227104162073,0.4691715522120428,0.46100761176826816,0.324782847544272,1.8601358803795014
3,20,36,fold3_best.pt,fold3_last.pt,10894,1.9490389183951933,0.5867191771534357,0.8923191073638038,0.40971883323788366,0.28134658121191997,1.9490389183951933,2.5878542042057173,6.6969893822252065,0.10768089263619618,0.8923191073638038,0.40971883323788366,0.4002571225922224,0.28134658121191997,2.1502926113091934
4,22,38,fold4_best.pt,fold4_last.pt,10914,1.8260946270314637,0.5497092576573009,0.8354881679746569,0.4695071281347225,0.3078830828441888,1.8260946270314637,2.426915841550102,5.889920501966841,0.16451183202534314,0.8354881679746569,0.4695071281347225,0.43741260650310676,0.3078830828441888,1.8841925840272093
5,16,32,fold5_best.pt,fold5_last.pt,10864,1.8829485295943065,0.5668239876992739,0.8599413231068839,0.44772573425163065,0.2950515153912337,1.8829485295943065,2.505716703642045,6.278616198910757,0.14005867689311613,0.8599413231068839,0.44772573425163065,0.42150665917387425,0.2950515153912337,2.000112603058326
