point_id,seq_encoding,cv_n,cv_log10MAE,cv_log2MAE,cv_RSE,cv_PCC,cv_KCC,cv_selection_score,runtime_sec
seq_integer,integer,102292,0.43520730816648817,1.4457273840985592,0.5187209824652952,0.6937427603475982,0.486919811456689,0.7837857947595672,3040.32
seq_embedding,embedding,102292,0.4539580145804269,1.5080158825340069,0.5599667319505796,0.6633500343328702,0.461681332078478,0.9429512480732383,2751.9
seq_onehot,onehot,102292,0.46613770470086235,1.5484759373321035,0.5908923700393732,0.6396152202384079,0.44147219644155816,1.0582808906915107,1981.61
