fold,best_epoch,last_epoch,best_ckpt,last_ckpt,n,log2MAE,log10MAE,RSE,PCC,KCC,mae,rmse,mse,r2,rse,pearson,spearman,kendall,selection_score
1,68,70,fold1_best.pt,fold1_last.pt,20209,1.9379991928877915,0.5833958886318109,0.9087236084813247,0.5351251834164841,0.3545409137784884,1.9379991928877915,2.5214376166667005,6.35764765474185,0.09127639151867528,0.9087236084813247,0.5351251834164841,0.5005279701242721,0.3545409137784884,1.9570567041741436
2,50,66,fold2_best.pt,fold2_last.pt,21404,1.947212953772482,0.5861695070309783,0.9322077260310897,0.5342837718937014,0.3405409567591862,1.947212953772482,2.5164381730175935,6.332461078620125,0.0677922739689103,0.9322077260310897,0.5342837718937014,0.48232848366292713,0.3405409567591862,2.004595951150684
3,62,70,fold3_best.pt,fold3_last.pt,20250,1.8891318928858918,0.5686853655241286,0.8637798813653011,0.5459554808927354,0.3554756429080805,1.8891318928858918,2.467077146754922,6.086469648040408,0.13622011863469885,0.8637798813653011,0.5459554808927354,0.5005734089168803,0.3554756429080805,1.851480650450377
4,48,64,fold4_best.pt,fold4_last.pt,20129,1.7826714976348326,0.5366375932033165,0.8001494979283593,0.579946930197273,0.38464534905218023,1.7826714976348326,2.317315856797096,5.369952780163259,0.19985050207164068,0.8001494979283593,0.579946930197273,0.5392796195287938,0.38464534905218023,1.6182287163137385
5,54,70,fold5_best.pt,fold5_last.pt,20300,1.9461278900700556,0.5858428703093417,0.8972933674328372,0.5495162848034829,0.3604161827610537,1.9461278900700556,2.5444701436004005,6.474328311673842,0.10270663256716284,0.8972933674328372,0.5495162848034829,0.5072933848313714,0.3604161827610537,1.9334887899383566
