fold,best_epoch,last_epoch,best_ckpt,last_ckpt,n,log2MAE,log10MAE,RSE,PCC,KCC,mae,rmse,mse,r2,rse,pearson,spearman,kendall,selection_score
1,38,54,fold1_best.pt,fold1_last.pt,20209,1.5367397870357056,0.46260477142802586,0.5981625460452827,0.6731763815822369,0.4748537202792623,1.5367397870357056,2.0456999296102865,4.184888202007531,0.40183745395471726,0.5981625460452827,0.6731763815822369,0.6474619925321686,0.4748537202792623,0.9868722312194892
2,44,60,fold2_best.pt,fold2_last.pt,21404,1.5792355319507194,0.4753972653355301,0.6127085113658512,0.6747221779278004,0.4654910587813435,1.5792355319507194,2.0401254436818643,4.1621118259581245,0.38729148863414875,0.6127085113658512,0.6747221779278004,0.6397801501946663,0.4654910587813435,1.0517308066074267
3,42,58,fold3_best.pt,fold3_last.pt,20250,1.5190339244800268,0.4572747756996628,0.586113128702336,0.6812831834125151,0.4828366776954099,1.5190339244800268,2.0322255762912462,4.129940792932288,0.413886871297664,0.586113128702336,0.6812831834125151,0.6560348265132221,0.4828366776954099,0.9410271920744382
4,34,50,fold4_best.pt,fold4_last.pt,20129,1.49946650396424,0.45138439518664025,0.579981750142793,0.6879181784657306,0.48602117697992303,1.49946650396424,1.9729079777660885,3.8923658887330768,0.42001824985720704,0.579981750142793,0.6879181784657306,0.662578782994493,0.48602117697992303,0.9055088986613795
5,48,64,fold5_best.pt,fold5_last.pt,20300,1.515485988335941,0.4562067404975926,0.5761094764835668,0.6964686654675891,0.5003226719692218,1.515485988335941,2.0388376274017435,4.156858870909171,0.4238905235164332,0.5761094764835668,0.6964686654675891,0.6755940116938574,0.5003226719692218,0.8948041273826972
